Trait,Value,Trait,Value,Trait,Value,Trait,Value,Trait,Value,Value
Tattoo,Sword,Handle,Gold,Sword Fill,Lightning,Blood Drip,Gold,,,9bdf05f5345dcf5885074c1fdb7cd694dbdf14874d31b7c4577cee4f282be03d
Tattoo,Sword,Handle,Cross,Sword Fill,Smile,Blood Drip,Sparkle,,,661531a67226efd0a7ec6730e5e3ff7a527c39d0e983f4cea2a8bce6ca99765d
Tattoo,Sword,Handle,Smile,Sword Fill,Cross,Blood Drip,Sparkle,,,2a2a3520df229afba7602b14c78c97947dcdffd9ecf1f58725e7b6362192ce1f
Tattoo,Sword,Handle,Smile,Sword Fill,Gold,Blood Drip,Gold,,,b321907abceed4722dd596f5a18d3ddcb034b3928a1665d1bfc5874751538975
Tattoo,Sword,Handle,Sparkle,Sword Fill,Smile,Blood Drip,Sparkle,,,6bae17c7577e0ec54ed54e8bc9fe961f657fd938dd579990b46648ad11726f29
Tattoo,Sword,Handle,Skull,Sword Fill,Sparkle,Blood Drip,Red,,,9d93a5500a1e27ff909bdf03caed84bc2d0586e8792fd158b6590d11b2dfd3d1
Tattoo,Sword,Handle,Smile,Sword Fill,Smile,Blood Drip,Gold,,,c3db56e4eec70072fadad94759b90dd64bc0ee410c1e5b220ab39e2c3fa89a70
Tattoo,Sword,Handle,Lightning,Sword Fill,Skull,Blood Drip,Red,,,052189baafb58df01e8c4dec38ef0064150574c09b06c5bf0e520cb1b98986e0
Tattoo,Sword,Handle,Cross,Sword Fill,Skull,Blood Drip,Sparkle,,,9d5909ce94e62f983d95794aaab43dd90868b638b88899c3743afd043bf81005
Tattoo,Sword,Handle,Banana,Sword Fill,Spiral,Blood Drip,Gold,,,f271df6b6133e3aa93af76da6ac3a6095ff09ce96f0345a418bdf20bb78d7fb6
Tattoo,Sword,Handle,Skull,Sword Fill,Smile,Blood Drip,Red,,,1d48248cfaa576cbfdb32fb8a713f1f998ececd7f21bc3c259901325db7f408c
Tattoo,Sword,Handle,Smile,Sword Fill,Skull,Blood Drip,Sparkle,,,385dc7fb90b6f43ea33e4816361273ac881011451c828dcf3b141289411c8017
Tattoo,Sword,Handle,Smile,Sword Fill,Lightning,Blood Drip,Gold,,,6565d147032627409823dab5b0561f9f5d4d7433d2339a09539980483d46a553
Tattoo,Sword,Handle,Gold,Sword Fill,Gold,Blood Drip,Sparkle,,,bfd3cb3df597a44fb6252f33047ca74ff158d5bc7ee8384656663824fdc4f95d
Tattoo,Sword,Handle,Banana,Sword Fill,Gold,Blood Drip,Gold,,,223306f6ade781ad91798d6fe72905312c5ee2cd5c3eae2592c9e41ff53a773e
Tattoo,Sword,Handle,Spiral,Sword Fill,Smile,Blood Drip,Sparkle,,,b6c4ad0a0cc3fb85974cb1ac783d158d2cb68de6664be8e4bf5bb3bcd70ba650
Tattoo,Sword,Handle,Cross,Sword Fill,Lightning,Blood Drip,Red,,,8f01d8449b99ace8baecf08d77525f6228f9d71680ef76e998a4dfef352b1795
Tattoo,Sword,Handle,Sparkle,Sword Fill,Spiral,Blood Drip,Red,,,c254b635f11ed6f10b233396febc0ae8a0b19ee8a4d527f76fee84e5ab13eed9
Tattoo,Sword,Handle,Spiral,Sword Fill,Gold,Blood Drip,Sparkle,,,5eb8405feaaa2771346cbcadfb13b57b2ddabf6e8ff8dc747e7b8551fb934721
Tattoo,Sword,Handle,Cross,Sword Fill,Smile,Blood Drip,Red,,,b2db95bd8ec9042702e612effe983d972ab743599922cf204a5ed588aad8ee08
Tattoo,Sword,Handle,Sparkle,Sword Fill,Cross,Blood Drip,Gold,,,f05cd33149f3a7ad35586a93c60de8258714a39a2d509d1ea7ff6cb50ad09e21
Tattoo,Sword,Handle,Lightning,Sword Fill,Cross,Blood Drip,Gold,,,127fb3f3b5553d43b60e6412c568b64a8ed97273e4f4f9e0bbf983ddc39f1b2a
Tattoo,Sword,Handle,Banana,Sword Fill,Lightning,Blood Drip,Red,,,8230e6578270d55ce87cbf11b845f159a57d195d1e81f7ec8ea611e85a914426
Tattoo,Sword,Handle,Smile,Sword Fill,Skull,Blood Drip,Gold,,,51dfd2a8f2c6f7e82b91a1179bdb33f208374fcf6fcedeeb4d31e3780835dbba
Tattoo,Sword,Handle,Gold,Sword Fill,Sparkle,Blood Drip,Red,,,1558eb550c001cb114013957b4e6a3323304c6903986a687c93d3b50f95675fa
Tattoo,Sword,Handle,Banana,Sword Fill,Lightning,Blood Drip,Sparkle,,,198b624b21f5749440a4153d12fd351d7a8e5a698de586e8eff764224a3e8ed6
Tattoo,Sword,Handle,Skull,Sword Fill,Cross,Blood Drip,Red,,,564b0be84c152e4b0e5fe60514430d515a6cac3a5f474f9ada10e3cc6f8a0e56
Tattoo,Sword,Handle,Cross,Sword Fill,Sparkle,Blood Drip,Red,,,dbf59c6b034127cf0ec245364eaba610be6ffc0999126e0e70472e867a83c04f
Tattoo,Sword,Handle,Gold,Sword Fill,Smile,Blood Drip,Sparkle,,,04c0e67c00828faf8f0a758115262d7836e34bbef1afc02a37ba3d23d242f429
Tattoo,Sword,Handle,Spiral,Sword Fill,Gold,Blood Drip,Gold,,,1466e49841d10db586ccd53cd84a6e4c9697fa958983a5cfd192523a7b039e27
Tattoo,Sword,Handle,Smile,Sword Fill,Cross,Blood Drip,Gold,,,ceee41a55d0aafc649587907a9dc575627a1cc641db6e0e19731fa3750c5304d
Tattoo,Sword,Handle,Lightning,Sword Fill,Sparkle,Blood Drip,Red,,,709272ca907b9bb719f902eae551372fe283560b9831cea0b68b45d89aaa98e4
Tattoo,Sword,Handle,Smile,Sword Fill,Banana,Blood Drip,Gold,,,7809bb276362d6b79fd6b184d20e416d684282acb9b27c983b7fd726bdf38f7b
Tattoo,Sword,Handle,Sparkle,Sword Fill,Cross,Blood Drip,Red,,,d246f667f9e58421ae7f855d07bb4c33432d4df8e44d848ca851ff28ff22f67c
Tattoo,Sword,Handle,Sparkle,Sword Fill,Lightning,Blood Drip,Sparkle,,,4af17580f3ebef8e194e1a975af63d6809b8d33d973008ac39cab69959cf0949
Tattoo,Sword,Handle,Spiral,Sword Fill,Banana,Blood Drip,Red,,,2fb176eddfdbe7c5d1d411e54c24a8d54b874aec0efd1649d2e35b8f1719fb26
Tattoo,Sword,Handle,Spiral,Sword Fill,Lightning,Blood Drip,Gold,,,a023d54861ade9424401b7e2d11f4f49bcffe5c1b533d9e595846b4859f56896
Tattoo,Sword,Handle,Gold,Sword Fill,Skull,Blood Drip,Red,,,2c709851b3772abc06e0b8cfb5e1fad65ca5f21e386206a8bc6d3b54b44a4aef
Tattoo,Sword,Handle,Sparkle,Sword Fill,Sparkle,Blood Drip,Sparkle,,,d2b35cfe960b17e036d30809cffc1205c4de4db90650c1aac634bf768d05ea05
Tattoo,Sword,Handle,Spiral,Sword Fill,Banana,Blood Drip,Gold,,,1d2a7035b5e802103bcd3f2bb28722be661680332d15081dca7f3530903c02cb
Tattoo,Sword,Handle,Sparkle,Sword Fill,Banana,Blood Drip,Red,,,ad1c19e9311765fe85e8977971753cda439186049cfa2eff0e45078461ff2cf9
Tattoo,Sword,Handle,Spiral,Sword Fill,Sparkle,Blood Drip,Gold,,,b1880fbe0adf581a4d194842e9dd8111505a749ad967e002913e7020d0f1509d
Tattoo,Sword,Handle,Gold,Sword Fill,Banana,Blood Drip,Red,,,302f670fd1628363af2a2937239172b9d18c6388b333c1e93facbb63d6dcca60
Tattoo,Sword,Handle,Cross,Sword Fill,Spiral,Blood Drip,Sparkle,,,b85f30810c8849d92f38d4107c0da1a3c9ec30b2fa781ce3328e9f0ff691a9ad
Tattoo,Sword,Handle,Spiral,Sword Fill,Smile,Blood Drip,Gold,,,36d8a06a0ce641263e191ffa31bcde9437f7d88a916a908c9b9618f85b0eb272
Tattoo,Sword,Handle,Lightning,Sword Fill,Banana,Blood Drip,Sparkle,,,cf2314807e3fa7caa293ec6ae59790e7cfa36cdbdea40414b5fef715f19be399
Tattoo,Sword,Handle,Spiral,Sword Fill,Sparkle,Blood Drip,Sparkle,,,92e90c4fee2eecf94cedead38679a6432d37bf5aad4317bd5fdf627bb9a847f6
Tattoo,Sword,Handle,Lightning,Sword Fill,Cross,Blood Drip,Sparkle,,,135aedbd497c0c97d732632077a617e9d8bd2c68e57e0885a190218c78674726
Tattoo,Sword,Handle,Sparkle,Sword Fill,Skull,Blood Drip,Gold,,,23a8f9638db214090139ff0c315f447b8157562f0d5cdbd797b71b0bda4f3114
Tattoo,Sword,Handle,Gold,Sword Fill,Smile,Blood Drip,Red,,,8ff6eb5aecf456fb3ace3cc352627a281ea7afc84c2bc247fe6e2bf27679b7e7
Tattoo,Sword,Handle,Banana,Sword Fill,Banana,Blood Drip,Sparkle,,,aa425f964b3b83c17d84fb209bc8cc4522a12ada57393e274cf4ff6a02ee996e
Tattoo,Sword,Handle,Skull,Sword Fill,Banana,Blood Drip,Sparkle,,,454d782633ad448b540f82238bd2d10d5fb7431f87fbd4c52fc15b31883b7c80
Tattoo,Sword,Handle,Spiral,Sword Fill,Skull,Blood Drip,Sparkle,,,3d9b07be714c4b57cfbd3de456a7641354702e95e6fd6ab40fe97e147b69f80f
Tattoo,Sword,Handle,Cross,Sword Fill,Gold,Blood Drip,Red,,,cb3833dcf82096df39cb15af081186c61da802d1030f9f866cbf9cf92ebd68c4
Tattoo,Sword,Handle,Spiral,Sword Fill,Gold,Blood Drip,Red,,,b671715efc2300fba4c8d44ced8e6039fee8b427299c6b5d643e9d85becc56e0
Tattoo,Sword,Handle,Spiral,Sword Fill,Spiral,Blood Drip,Red,,,94fbc44fa79d0100d03535d76119d257a7788a1565c6b2ee7f206358f47340ed
Tattoo,Sword,Handle,Lightning,Sword Fill,Lightning,Blood Drip,Gold,,,19c299de4a9c424814b21e7e814add367b9e9b021d5d11840e0fd33bfeacffde
Tattoo,Sword,Handle,Cross,Sword Fill,Lightning,Blood Drip,Gold,,,d1fac39cef245ef210df7110e54599c935df467f7d1394f0c24950d9a478ad16
Tattoo,Sword,Handle,Gold,Sword Fill,Spiral,Blood Drip,Sparkle,,,8562cb8aa190fde1dc8dba104b9d70fba0dcd3b09dd04b484b3a144c1f8d8db4
Tattoo,Sword,Handle,Gold,Sword Fill,Lightning,Blood Drip,Red,,,212330ec22cd0231dd1ddf9ed6baf282c9d30f0d62fd044587457877e632d218
Tattoo,Sword,Handle,Banana,Sword Fill,Gold,Blood Drip,Sparkle,,,cfab5e2a689f6348d7bd1cca1042d873304d966144e3e096262fa9465f0f4b2a
Tattoo,Sword,Handle,Banana,Sword Fill,Smile,Blood Drip,Gold,,,6bf65c7276529fb16e1e4c7e87a00a38c7eaaa33d8ed3df8a6365b312d16ffe8
Tattoo,Sword,Handle,Skull,Sword Fill,Smile,Blood Drip,Sparkle,,,1be2b7a0720d5484b10992286fe43a3bc60b58bb72846e57d068bda7d10ad330
Tattoo,Sword,Handle,Lightning,Sword Fill,Lightning,Blood Drip,Red,,,8b9e05af90ab8af8a54e1900ba9da083b2a67247b6790bc4477b256aed1789cd
Tattoo,Sword,Handle,Skull,Sword Fill,Banana,Blood Drip,Red,,,a5a3464442bcfeea4100860607016951f43b8d0f93f211bfcee21d426de2c360
Tattoo,Sword,Handle,Lightning,Sword Fill,Spiral,Blood Drip,Gold,,,12a13f9207be9cf8655f580034f7f28ab132e64bb3f7943807c989304ab797c7
Tattoo,Sword,Handle,Banana,Sword Fill,Sparkle,Blood Drip,Gold,,,969c2b9114fd519240774b8f56ad2d75237b2c415d1a24e8750aba5e5f9ef12a
Tattoo,Sword,Handle,Spiral,Sword Fill,Cross,Blood Drip,Sparkle,,,ad8b637ed63543ea563dc2dcdbb6a7589481cabb468a3205e8bf3024a5dd51b6
Tattoo,Sword,Handle,Skull,Sword Fill,Cross,Blood Drip,Gold,,,db639ecd6773bd251e5992e0a990f4baaba66a2aaf398628564d22b265d21cc9
Tattoo,Sword,Handle,Cross,Sword Fill,Spiral,Blood Drip,Gold,,,165b46b70c8538bf06a22de03bffaed9b0c7b35d2f154d4910040a424f2be742
Tattoo,Sword,Handle,Lightning,Sword Fill,Smile,Blood Drip,Red,,,09623a96d0c4e6105e22797e0e84f37591e317a0bdfb5572595e4ad0a80adf6a
Tattoo,Sword,Handle,Sparkle,Sword Fill,Gold,Blood Drip,Sparkle,,,2374fe372663da0b9bbb716355a45b0609f6873c520c489eadfa684d37f73489
Tattoo,Sword,Handle,Cross,Sword Fill,Sparkle,Blood Drip,Sparkle,,,8aeeccbf7158ede4af1d5ff23264ecdc5fc81b48b9b26c00989ab39741a57a15
Tattoo,Sword,Handle,Spiral,Sword Fill,Banana,Blood Drip,Sparkle,,,cdb73fb6f02d8bbf5b548da22aa69ef0a40eef387fabdd594ca42579177de7ae
Tattoo,Sword,Handle,Lightning,Sword Fill,Banana,Blood Drip,Gold,,,3c78eb89532424e14981ebc6d2929d465950ae91cab5ead16299252f01c7e1a9
Tattoo,Sword,Handle,Gold,Sword Fill,Cross,Blood Drip,Gold,,,4f93ad05a3d1c24fcf5a8cf90bb14ec6e6d6e3d5837e4523cb9204993518fdce
Tattoo,Sword,Handle,Banana,Sword Fill,Lightning,Blood Drip,Gold,,,10efaa9e1536cb2f111929b59cc054463c9298d38dbbc53bc6e4dd115e901256
Tattoo,Sword,Handle,Cross,Sword Fill,Cross,Blood Drip,Gold,,,b62c795fd4b16cad84690a9d2367767c7183ef06964b5735592c3d92b0b2357b
Tattoo,Sword,Handle,Skull,Sword Fill,Sparkle,Blood Drip,Gold,,,4451a06a594081ea336d1c026d7ec20bbd9d514f0dfd537cb301424efb5d8216
Tattoo,Sword,Handle,Lightning,Sword Fill,Sparkle,Blood Drip,Sparkle,,,c5764e8d5c93143352124f255be5e4ffa4a24883928faa79c0415e4403278383
Tattoo,Sword,Handle,Banana,Sword Fill,Smile,Blood Drip,Red,,,8ae16e70e2c66f27b34e6e0512ca91cf43321fdecfbf0cf265b479fa0c960c7c
Tattoo,Sword,Handle,Banana,Sword Fill,Spiral,Blood Drip,Red,,,7edaecdb338da2d8d2408a791e211ebd15538890fe7af4890fdad37a5f8f46ba
Tattoo,Sword,Handle,Skull,Sword Fill,Spiral,Blood Drip,Red,,,5495bb885c235a5dac3386cb589cd0e53c5f5cbd15cc35393407e2c375a43db4
Tattoo,Sword,Handle,Sparkle,Sword Fill,Smile,Blood Drip,Red,,,5633a2ea3d8a5c3aade0f6f28ac6cf2f57c320bb8e78a2455868ade59588b055
Tattoo,Sword,Handle,Skull,Sword Fill,Banana,Blood Drip,Gold,,,79a0c82f781c2c474e72fbf00f92d3995965aabc6652e214d68734d5b45dac0f
Tattoo,Sword,Handle,Gold,Sword Fill,Cross,Blood Drip,Sparkle,,,918007ba48416d6bb8ae307b7085289c84d14fad050b9d66e08875965dac5d77
Tattoo,Sword,Handle,Banana,Sword Fill,Cross,Blood Drip,Sparkle,,,d8b621818d1752219c39d430067ee1bbf431fa4992d66dfc7c8e5c93c047b747
Tattoo,Sword,Handle,Sparkle,Sword Fill,Lightning,Blood Drip,Red,,,786baef0e3d3781085fd4a1566bbd6a3b27526f8b5f07c683170ff99d4445329
Tattoo,Sword,Handle,Smile,Sword Fill,Banana,Blood Drip,Red,,,208bb53954cd99594cfa94e96df972fe0f261090f14592c560b38f21d925f1cd
Tattoo,Sword,Handle,Lightning,Sword Fill,Smile,Blood Drip,Gold,,,bedb5efe5b02f81d5e9f63272498880dccecc1ac8a9389cd9815d45cd27a59ff
Tattoo,Sword,Handle,Skull,Sword Fill,Smile,Blood Drip,Gold,,,0c290077d18a7248fcd2167562913993b31cb546104832218bf025a6cb7a10d9
Tattoo,Sword,Handle,Banana,Sword Fill,Cross,Blood Drip,Gold,,,a23ef23c74a909a10a4a3f215e5385db9fd33b8aa0775989bc2d0ae3abc27e54
Tattoo,Sword,Handle,Gold,Sword Fill,Lightning,Blood Drip,Sparkle,,,c5a98a7eb052131970bc8b16624cc2181678105b3204fe365fdb654a215ee651
Tattoo,Sword,Handle,Banana,Sword Fill,Spiral,Blood Drip,Sparkle,,,bc2350bc81083e51ded55585cfd60243a9a80374746502fb109fdb93a0f3bff8
Tattoo,Sword,Handle,Lightning,Sword Fill,Banana,Blood Drip,Red,,,d15a3cbb6beb3e204c9eb6748ac977d235e119133da84532bc3db996b1a00424
Tattoo,Sword,Handle,Banana,Sword Fill,Sparkle,Blood Drip,Sparkle,,,64d1f3f36a98e0e3414cb14bd9aa0e704019c6f44b3b893d6301a86c45ab5d0c
Tattoo,Sword,Handle,Smile,Sword Fill,Sparkle,Blood Drip,Red,,,af70682a7710c2c03c2e718375593ab1b2a1d52bbb20a6646df734249e98b995
Tattoo,Sword,Handle,Lightning,Sword Fill,Spiral,Blood Drip,Red,,,7f9e4a302f583e93541cdf95ded9f8ad6cd9c67c209dcc27b198a0c461bd2cbe
Tattoo,Tear Drop,Little Drop,Lightning,Big Drop,Sparkle,,,,,8a64234cbce3efa6e20a245b608ef29147f70d2af6a4633dd4a24e320c92430a
Tattoo,Tear Drop,Little Drop,Gold,Big Drop,Smile,,,,,010165b210d75242e775b18f5e0c7d87a0d8eaa17a8cb166da18b4597132944f
Tattoo,Tear Drop,Little Drop,Smile,Big Drop,Lightning,,,,,3e1f66419ef42961a94f537588c54f02fe3cc8ae15fe6d71d29b93a1c35224c2
Tattoo,Tear Drop,Little Drop,Smile,Big Drop,Gold,,,,,bc99aea0f6f5915f6b01a250cf7e4e16fbf3101d7b8fc361a3ef6899df056561
Tattoo,Tear Drop,Little Drop,Sparkle,Big Drop,Lightning,,,,,56a089ff83ed86cd18b4200db838376a2ebffcec7cde930cc7c3115c74d27625
Tattoo,Tear Drop,Little Drop,Gold,Big Drop,Sparkle,,,,,b02621e9eff56bef847408f5d73b58da8abc1eddac789f9b19b2fa5dcbbb48c4
Tattoo,Tear Drop,Little Drop,Spiral,Big Drop,Spiral,,,,,a2d1265d6b28fc1c268f82bc8435abb4109c537b191a4006c753185c1c0cc2c1
Tattoo,Tear Drop,Little Drop,Smile,Big Drop,Smile,,,,,2abdc6e24045046b4b1f4b4eb90063f7d48bbec2a0ed2973dc85791313ec7899
Tattoo,Tear Drop,Little Drop,Spiral,Big Drop,Lightning,,,,,759ced64b55abe3aeecbb7603b707ec74544d95ca9cb1299c8654d5832af84a4
Tattoo,Tear Drop,Little Drop,Gold,Big Drop,Lightning,,,,,56e48f27797ed45b69b0bf62f99c859dd89b9a3a51c36158b1bf549f61587b41
Tattoo,Tear Drop,Little Drop,Smile,Big Drop,Sparkle,,,,,6140b3b5c3d8802f598e65350c7c972bee040f7d9d89a67662c2896c2cbcfd98
Tattoo,Tear Drop,Little Drop,Smile,Big Drop,Spiral,,,,,3fd996278916eef49a17382344b4fd515f6496d1d5dea0cbdeae0dfb73ede86b
Tattoo,Tear Drop,Little Drop,Spiral,Big Drop,Sparkle,,,,,639f9a7a65ebe69e639bb0fbd690fefded6b8eb1c0854f6e69ac0666deb249e7
Tattoo,Tear Drop,Little Drop,Spiral,Big Drop,Gold,,,,,70c59c58a6ecb4a294f3d4ea9e9ecd06e8daf6c5ccadbdfab47fdf2ac82fc7df
Tattoo,Tear Drop,Little Drop,Lightning,Big Drop,Spiral,,,,,fef57115eee7ed7a289159225192708e657c1858ae8176a5c3009baa981e9e04
Tattoo,Tear Drop,Little Drop,Lightning,Big Drop,Gold,,,,,37c6a71d92b08e44276f217e7ea97f31fabeb47544f9d95e950b7e9b57bd5d63
Tattoo,Tear Drop,Little Drop,Sparkle,Big Drop,Gold,,,,,2f3f016ee191931c9e41f79cf2f93fa3b7f86007968055921ae4aff9c8ff0c3d
Tattoo,Tear Drop,Little Drop,Sparkle,Big Drop,Smile,,,,,035e33fc6a6a90391cff2ed0a26f340b83e32ab045d4501d2dd686f8a788d227
Tattoo,Tear Drop,Little Drop,Lightning,Big Drop,Smile,,,,,238c189d919ce84390ca456973ff713edcf68bf6537ad9ba012b451a4be7b983
Tattoo,Tear Drop,Little Drop,Lightning,Big Drop,Lightning,,,,,1699cdc0333f4d99615a0351fd4a298065eb2ce5855082c1b3c423052bd99e7b
Tattoo,Tear Drop,Little Drop,Spiral,Big Drop,Smile,,,,,a23ed6a298a374a82832274b8bd7320a629afd4595d2fac8d0fbd3db7ae156dd
Tattoo,Tear Drop,Little Drop,Sparkle,Big Drop,Sparkle,,,,,08da629429d85ae14eef5bf90b6c0c02ce79cca58e618da899fd99de641d17d8
Tattoo,Tear Drop,Little Drop,Gold,Big Drop,Gold,,,,,454295520142beb154f6c3e616447611eb7b399921f28804a0073024736fce9f
Tattoo,Tear Drop,Little Drop,Sparkle,Big Drop,Spiral,,,,,c5c36e3d76a8c2d1e2bb76427f8dd1890c940b99b50b2147266e7af2ebdc2364
Tattoo,Tear Drop,Little Drop,Gold,Big Drop,Spiral,,,,,1234c6ec1edceef96bcfea1bf156e8bf848dc0f8da71d69466445e5df63ea597
